"","runner","gender","age","course","vp","time"
"1644",561,0,32,3,0,130.65
"1645",561,0,32,1,0,130.8166667
"1646",561,0,34,40,1,138.2333333
"1647",562,0,39,33,0,136.7
"1650",563,1,38,87,1,176.3
"1651",563,1,35,39,0,163.8666667
"1652",564,0,29,28,0,133.4
"1653",564,0,30,48,0,132.7833333
"1654",565,0,29,1,0,130.3666667
"1655",565,0,31,40,0,132.5833333
"1656",566,0,33,11,0,132.75
"1657",566,0,35,51,0,130.9333333
"1658",567,0,25,48,0,134.8833333
"1659",567,0,24,16,0,134.4
"1660",568,1,24,7,0,143.3833333
"1661",569,1,25,3,0,143.7166667
"1662",569,1,26,22,0,144.8166667
"1663",570,1,36,44,0,164.1833333
"1664",570,1,35,25,0,163.45
"1666",571,0,31,20,0,134.0333333
"1667",571,0,30,1,0,129.8
"1668",571,0,33,72,0,128.8666667
"1669",571,0,30,11,0,133.4
"1670",571,0,32,40,0,136.7833333
"1672",573,0,28,26,0,138.7833333
"1673",573,0,31,86,0,148.4166667
"1674",574,0,22,26,0,132.15
"1675",574,0,23,46,0,132.55
"1676",574,0,25,86,1,130.1333333
"1677",574,0,24,67,1,129.1166667
"1680",576,0,31,63,0,136.4333333
"1681",576,0,32,96,0,135.0166667
"1682",576,0,28,11,0,133.4833333
"1683",576,0,31,61,0,135.9666667
"1684",576,0,32,80,0,135.4833333
"1688",578,0,28.5,20,0,141.6166667
"1690",578,0,32,81,1,136.6
