"","runner","gender","age","course","vp","time"
"844",291,1,29.5,39,0,152.8333333
"845",292,1,27,31,0,159.2333333
"846",292,1,26,16,0,152.5333333
"847",293,1,25,41,0,154.05
"848",293,1,23,25,0,156.1166667
"849",293,1,26.6666666666667,86,1,151.8833333
"850",293,1,26,71,0,166.6333333
"851",293,1,23.6666666666667,39,0,168.9833333
"852",294,1,26,6,0,161.4166667
"853",295,0,37,15,0,139.0166667
"854",295,0,38,34,0,140.05
"855",295,0,38,36,0,144.5666667
"856",296,0,32,11,0,135.8166667
"857",297,0,28,63,1,144.6666667
"858",297,0,25,3,0,141.95
"859",297,0,29,82,1,135.5833333
"860",297,0,27,42,0,140.3
"861",298,0,41,11,0,143.2166667
"862",299,0,29,30,0,141.6
"863",299,0,28,6,0,140.7833333
"864",299,0,30,50,0,148.1166667
"865",299,0,31,62,0,138.8666667
"866",300,1,30,31,0,161.6333333
"867",301,1,30,61,0,166.7833333
"868",301,1,31,80,1,160.2
"869",301,1,30,62,1,155.4666667
"870",301,1,29,42,0,158.3166667
"871",301,1,27,6,0,158.5666667
"872",301,1,31,95,0,158.7666667
"873",301,1,28,39,0,172.75
"874",302,0,30,25,0,134.0333333
"875",302,0,31,33,0,135.8833333
"876",302,0,32,53,0,142.95
"877",302,0,34,93,0,149.2333333
"878",303,0,37,32,0,141.3666667
"879",303,0,37,35,0,142.2166667
"880",303,0,36,18,0,139.35
"881",303,0,36,16,0,135.4333333
"883",305,0,31,21,0,136.4833333
"884",305,0,31,53,0,142.4
"885",306,0,29,63,1,140.9666667
"886",306,0,27,22,0,142.2333333
"887",306,0,28,41,0,132.9333333
"888",307,0,32,1,0,140.7
"889",308,0,28,22,0,134.5666667
"892",310,1,41,61,0,164.3333333
"893",310,1,42,80,0,164.2
"894",310,1,42,90,0,158.75
"895",310,1,39,35,0,153.9833333
"896",310,1,41,76,0,156.7666667
"897",311,1,28,2,0,163.6833333
"898",311,1,32,81,1,165.15
"899",312,1,29,22,0,159.6166667
"900",312,1,30,42,0,158.9
"901",312,1,32,82,1,159.55
"902",312,1,29,39,0,163.65
"903",313,0,30,16,0,129.3333333
"904",314,0,25,9,0,132.7166667
"905",315,1,32,31,0,153.8333333
"906",315,1,31,16,0,148.15
"907",316,1,32,20,0,172.75
"908",316,1,35,98,0,164.15
"909",316,1,32,39,0,163.1833333
"910",317,1,32,62,0,163.1333333
"911",317,1,29,3,0,162.15
"912",317,1,30,39,0,193.8333333
"913",318,1,43,31,0,161.1333333
"914",319,1,30,82,0,149.1
"915",319,1,26,11,0,148.3833333
"916",320,1,26,2,0,165.55
"917",320,1,26,6,0,164.9666667
"918",320,1,30,86,1,163.3166667
"919",320,1,27,39,0,175.35
"920",321,1,26,21,0,153.35
"921",321,1,25,25,0,155.5
"922",321,1,24,9,0,159.2666667
"923",321,1,25.3333333333333,39,0,164.5
"924",322,1,23,3,0,164.4666667
"925",322,1,24,22,0,169.8666667
"926",322,1,25,42,0,171.5833333
"927",322,1,27,82,1,162.4833333
"928",322,1,27,86,1,161.7333333
"929",323,1,27,1,0,161.2833333
"930",323,1,29,40,0,158.8
"931",323,1,31,80,0,169.4833333
"932",323,1,30,41,0,163.2333333
"933",323,1,29,22,0,158
"934",323,1,28.4000000000001,39,0,163.9666667
"935",324,1,38.5,20,0,165.3166667
"936",324,1,38,22,0,156.0166667
"937",324,1,40.5,68,1,157.8333333
"938",324,1,40,51,0,160.15
"939",325,1,32.25,20,0,177.1666667
"940",325,1,32,2,0,162.8666667
"942",325,1,31,19,0,174.5166667
"943",325,1,32,38,0,177.8666667
"944",325,1,32.25,39,0,180.3833333
"945",326,0,26,20,0,133.5333333
"946",326,0,25,1,0,129.2833333
"947",326,0,25,11,0,132.1666667
"948",326,0,27,51,0,131.5333333
"949",326,0,28,71,1,125.9833333
"950",326,0,29,80,1,127.9833333
"951",327,0,24,94,0,125.15
"952",327,0,22,51,0,131.8666667
"953",327,0,21,20,0,132.75
"955",329,1,28,16,0,153.3833333
"956",329,1,30,56,0,155.7166667
"957",329,1,31,76,0,156.05
"959",331,1,26,40,0,154.7333333
"960",331,1,28,80,0,150.1166667
"961",331,1,27.6666666666667,82,0,148.1333333
"962",331,1,23,7,0,153.2
"963",331,1,24.6666666666667,39,0,159.7
"964",332,1,28,6,0,152.3166667
"965",332,1,30,45,0,155.0333333
"966",333,1,31,63,0,168.1
"967",333,1,28,7,0,159.2333333
"968",334,1,34,2,0,164.9833333
"969",334,1,34,6,0,172.4
"972",336,1,30,1,0,155.3
"973",337,1,38,42,0,148.75
"975",337,1,37,26,0,147.5833333
"976",337,1,39,71,1,149.1833333
"977",338,1,23,1,0,164.9333333
"978",338,1,25,21,0,162
"979",338,1,27,62,0,173.5333333
"980",338,1,27.6666666666667,82,0,166.2166667
"981",339,1,28,2,0,162.3333333
"982",340,1,33,4,0,161.7333333
"983",340,1,33,23,0,163.0166667
"984",340,1,33,25,0,165.0333333
"985",340,1,33,15,0,168.0166667
"986",340,1,34,34,0,168.7833333
"987",341,1,32,6,0,160.9166667
"988",341,1,33,39,0,173.8833333
"989",342,0,28,12,0,139.5166667
"990",342,0,31,72,0,144.0833333
"991",342,0,31,76,0,146.9166667
"992",342,0,28,7,0,140.7166667
"993",343,0,25,3,0,133.65
"994",343,0,26,31,0,128.8833333
"998",346,0,25,3,0,130.4
"999",346,0,26,30,0,134.2
"1000",346,0,25,6,0,135.45
"1001",346,0,26,22,0,140.3
"1002",346,0,27,40,0,134.75
"1003",346,0,27,42,1,137.8833333
"1004",347,0,32,1,0,136.4166667
"1005",348,1,25,2,0,162.5666667
"1006",348,1,27,41,0,159.1
"1007",348,1,25,3,0,169.3166667
"1008",348,1,26,39,0,190.1166667
"1009",349,0,28,45,0,134.6666667
"1010",349,0,30,2,0,133.3833333
"1011",350,1,26,1,0,166.5666667
"1012",350,1,28,40,0,158.7333333
"1013",350,1,30,80,0,165.7333333
"1014",350,1,26,2,0,160.1166667
"1015",350,1,28,41,0,155.45
"1016",350,1,25,7,0,169.6833333
"1017",350,1,29.875,86,0,158.5333333
"1018",350,1,27,33,0,160.4833333
"1019",350,1,27,38,0,170.1166667
"1020",350,1,26.875,39,0,165.3333333
"1021",351,0,27,27,0,142.2333333
"1022",351,0,26,6,0,150.5833333
"1023",352,1,30,62,0,152.7833333
"1024",352,1,29,42,0,153.7666667
"1025",352,1,28,39,0,153.4666667
"1027",354,0,28,32,0,142.8166667
"1029",354,0,30,63,0,143.1166667
"1030",355,0,32,1,0,142.5
"1031",355,0,32.6666666666667,3,0,136.6833333
"1032",355,0,33.6666666666667,30,0,138.6666667
"1033",355,0,35,41,0,133.4666667
"1034",355,0,36,62,1,136.8
"1035",356,1,33,20,0,157.5166667
"1036",356,1,34,51,1,148.1333333
"1037",356,1,35,71,1,150.5166667
"1038",357,1,25,9,0,155.0666667
"1040",359,1,27,6,0,153.55
"1041",360,1,25,1,0,144.9833333
"1042",361,1,27,61,0,170.1833333
"1043",361,1,28,80,0,164.6166667
"1044",361,1,24,13,0,164.6666667
"1045",361,1,25,33,0,164.9333333
"1046",361,1,27,73,0,162.8333333
"1047",362,1,30,26,0,149.95
"1048",363,1,39,3,0,164.55
"1049",363,1,40,26,0,162.3166667
"1050",364,0,34,31,0,140.1333333
"1051",365,1,31,11,0,161.8333333
"1054",367,1,40,45,0,173.5333333
"1055",367,1,42,85,0,159.05
"1056",367,1,40,33,0,164.8666667
"1057",368,1,26,20,0,169.0166667
"1058",368,1,25,9,0,171.4
"1059",368,1,26,32,0,163.5
"1060",368,1,29,90,0,169.9333333
"1061",369,1,33,11,0,144.4166667
"1062",369,1,34,31,0,144.4333333
"1063",369,1,35,51,0,147.9
"1064",369,1,36,71,0,142.8
"1065",369,1,37,89,0,143.5333333
"1066",370,0,25,1,0,152.65
"1067",370,0,26,2,0,138.5666667
"1068",370,0,27,21,0,144.75
"1069",370,0,28,41,0,137.65
"1070",370,0,29,62,1,163.9166667
"1071",371,0,32,16,0,131.4666667
"1072",372,0,33,25,0,140.8666667
"1073",373,0,29,3,0,143.7166667
"1074",373,0,33,81,1,146.2333333
"1076",374,0,25,2,0,141.0333333
"1077",374,0,25,6,0,144.7666667
"1079",375,0,27,6,0,143.7666667
"1080",375,0,27,9,0,142.3333333
"1081",375,0,28,2,0,140.2166667
"1082",375,0,28,26,0,143.9333333
"1083",375,0,28,31,0,148.4
"1084",375,0,29,45,0,148.45
"1085",375,0,30,41,0,142.1333333
"1086",375,0,31,62,1,140.7166667
"1087",375,0,31,85,1,140.45
"1088",375,0,32,81,1,140.4333333
"1089",376,0,26,9,0,136.2166667
"1090",376,0,30,62,0,133
"1091",376,0,27.6666666666667,30,0,135.2666667
"1092",376,0,28,31,0,140.25
"1093",377,0,35,19,0,139.2
"1094",377,0,36,38,0,143.0333333
"1095",378,0,33,1,0,133.8666667
"1096",379,0,34,2,0,141.2333333
"1097",380,0,32.5,30,0,147.4666667
"1098",380,0,31,6,0,147.8666667
"1099",380,0,33,21,0,142.2833333
"1100",380,0,33,45,0,146.7833333
"1101",380,0,34,41,0,137.6666667
"1102",381,0,32,80,1,157.1833333
"1103",381,0,28,9,0,143.7166667
"1104",381,0,31,62,0,148.15
"1105",381,0,31,66,0,158.8166667
"1106",382,0,36,30,0,137.2333333
"1107",382,0,35,9,0,137.5333333
"1108",382,0,39,81,0,146.7
"1109",383,0,40.5,30,0,132.3333333
"1110",383,0,39,1,0,132.7
"1111",383,0,40,11,0,133.5333333
"1112",383,0,41,40,0,137
"1113",383,0,42,51,0,135.4833333
"1114",384,1,27,26,0,163.0666667
"1115",385,1,31,41,0,157.55
"1116",385,1,32,62,1,156.4333333
"1117",385,1,29,9,0,161.8333333
"1118",385,1,30,39,0,166.65
"1119",386,1,24,1,0,159.1333333
"1120",387,1,36,62,0,162.5666667
"1121",387,1,33,10,0,163.6666667
"1122",387,1,34,39,0,170.3333333
"1123",388,1,38,2,0,162.8166667
"1124",388,1,37,6,0,163.9
"1125",388,1,37.5,8,0,165.15
"1126",388,1,41.5,94,0,164.1666667
"1127",388,1,38.5,39,0,173.6666667
"1128",389,1,47,87,0,163.6166667
"1129",389,1,33,9,0,164.6666667
"1132",389,1,44,39,0,159.95
"1133",390,1,35,21,0,164.25
"1134",390,1,34,26,0,168.0166667
"1136",392,0,37,82,0,144.6833333
"1137",392,0,37,86,0,167.25
"1138",392,0,34,32,0,146.4666667
"1139",392,0,34,22,0,141.0333333
"1140",393,0,38,15,0,142.9333333
"1141",394,1,39,21,0,164.2
"1142",394,1,40.5,63,0,164.6
"1144",394,1,38.5,39,0,175.5833333
"1146",396,0,40,6,0,136.1
"1147",396,0,41,2,0,135.7833333
"1148",396,0,41,23,0,142.8833333
"1149",397,1,27,80,1,145.6666667
"1150",397,1,26,3,0,145.1833333
"1151",397,1,31,46,0,150.3
"1152",398,0,30,22,0,140.05
"1153",399,0,30,26,0,141.3333333
"1154",399,0,31,31,0,144.0333333
"1155",399,0,34,91,0,146.5666667
"1156",400,0,28,27,0,141.4833333
"1157",400,0,31,87,1,139.4833333
"1158",400,0,28,25,0,146.6666667
"1161",401,0,28,6,0,138
"1162",401,0,30,45,0,143.4833333
"1163",401,0,30,47,0,139.2833333
"1164",402,0,33,20,0,147.0333333
"1165",402,0,32,16,0,136.9
"1166",403,0,43,40,0,147.5833333
"1167",403,0,41.9285714285713,20,0,151.65
"1168",403,0,40,7,0,143.5333333
"1169",403,0,41,1,0,147.3333333
"1170",403,0,41,17,0,155.3166667
"1171",403,0,41,19,0,149.3333333
"1172",403,0,42,22,0,152.0333333
"1173",403,0,42,29,0,154.4833333
"1174",403,0,42,31,0,153.3
"1175",403,0,43,41,0,158.2833333
"1176",403,0,43,50,0,174.1333333
"1177",403,0,43,51,0,166.8166667
"1178",403,0,44,70,0,155.8166667
"1179",403,0,44,71,0,154.9
"1180",403,0,45,80,0,153.3833333
"1182",405,0,36,30,0,140.9833333
"1183",405,0,38,72,0,140.0333333
"1184",405,0,35,9,0,136.9333333
"1185",405,0,37,40,0,145.0333333
"1186",406,0,25,22,0,142.4166667
"1187",406,0,27,71,1,139.4833333
"1193",409,1,33,61,0,170.4666667
"1194",409,1,32,31,0,148.2166667
"1195",409,1,34,71,0,146.7333333
"1196",410,1,30,16,0,147.4333333
"1198",412,0,31,52,0,130.8
"1199",412,0,30,31,0,134.3
"1202",415,0,27,31,0,137.95
"1203",416,1,33,28,0,150.6666667
"1204",417,1,28,9,0,154.55
"1205",418,1,32,82,0,165.7833333
"1206",418,1,28,16,0,157.1833333
"1207",419,0,26,30,0,141.45
"1208",419,0,27,41,0,134.55
"1209",419,0,28,62,0,134.55
"1210",420,1,36,26,0,164.75
"1211",421,1,33,2,0,162.5166667
"1212",421,1,34,32,0,166.25
"1213",421,1,34,35,0,161.0833333
"1215",422,1,26,20,0,155
"1216",422,1,26,31,0,154.9166667
"1217",423,0,25,11,0,140.5
"1218",423,0,25,6,0,133.6666667
"1219",424,0,24,21,0,131.6833333
"1220",424,0,24,45,0,140.4666667
"1221",424,0,25,53,0,138.1333333
"1223",424,0,26,73,0,137.9333333
"1224",425,0,31,1,0,138.0333333
"1225",425,0,32,25,0,137.2
"1226",425,0,32,11,0,142.1166667
"1227",425,0,34,41,0,146.6833333
"1228",426,0,26,6,0,136.3
"1229",426,0,29,71,1,146.5166667
"1230",426,0,29,79,0,139.3666667
"1232",428,0,33,30,0,136.4166667
"1233",428,0,35,62,0,143.7666667
"1237",431,1,24,20,0,172.8166667
"1238",431,1,24,22,0,170.3
"1239",431,1,23,8,0,161.6333333
"1240",431,1,24,39,0,182.45
"1241",432,0,31,6,0,135.45
"1242",433,1,34,40,0,168.8
"1243",433,1,33,2,0,164.35
"1244",433,1,33.5,39,0,187.55
"1245",434,1,30,81,1,150.4166667
"1246",434,1,28,45,0,160.4
"1247",434,1,26,17,0,156.8833333
"1248",434,1,27,36,0,159.05
"1249",434,1,30,95,0,155.8333333
"1250",434,1,27,39,0,194.25
"1251",435,1,26,9,0,154.1666667
"1254",436,0,27,6,0,137.25
"1255",436,0,27,7,0,136.8666667
"1256",436,0,28,26,0,137.5333333
"1257",436,0,29,40,0,140.2
"1258",436,0,31,85,0,138.95
"1259",437,1,32,26,0,162.0833333
"1263",440,0,32,16,0,141.6
"1264",440,0,32.75,30,0,150.7166667
"1265",440,0,31,9,0,141.9
"1266",440,0,34,41,0,137.45
"1267",440,0,36,81,1,137.8833333
"1268",440,0,34.75,63,0,146.4833333
"1269",441,0,30,30,0,135.4333333
"1270",441,0,30,31,0,136.5666667
"1271",441,0,33,81,1,133.8
"1272",442,0,24,20,0,135.75
"1273",442,0,24,22,0,133.2833333
"1274",443,0,34,16,0,140.55
"1275",444,0,38,25,0,140.1166667
"1277",446,0,32,23,0,143.4333333
"1278",446,0,32,34,0,139.6833333
"1279",447,0,25,16,0,135.35
"1280",448,0,25,35,0,128.4166667
"1281",448,0,26,56,1,126.85
"1282",448,0,27,76,1,133.6166667
"1283",448,0,28,94,1,125
"1284",448,0,28,80,1,128.95
"1286",450,0,32,1,0,141.2666667
"1287",450,0,35,41,0,154.0666667
"1288",451,1,27,6,0,159.4166667
"1289",451,1,31,85,1,173.2833333
"1290",451,1,30,67,0,159.7166667
"1291",451,1,31,86,1,158.55
"1293",452,0,24,25,0,141.45
"1294",453,1,31,11,0,147.05
"1295",454,1,23,22,0,144.7833333
"1296",455,1,24,1,0,174.6166667
"1297",455,1,25.5,20,0,175.5666667
"1298",455,1,26,40,0,171.7666667
"1299",455,1,28,80,0,164.0166667
"1300",455,1,25,13,0,171.75
"1301",455,1,26,33,0,164.8666667
"1302",455,1,27,53,0,174.4333333
"1303",456,1,30,40,0,161.3666667
"1304",456,1,29,26,0,152.15
"1305",456,1,28,12,0,153.4833333
"1306",456,1,32,90,0,161.5
"1307",456,1,29,35,0,154.5666667
"1308",456,1,31,76,0,157.15
"1309",457,1,31,61,0,164.4833333
"1310",457,1,32,80,0,162.6833333
"1311",457,1,31,62,0,157.3333333
"1312",457,1,28,3,0,161.4333333
"1313",457,1,29,22,0,171.7166667
"1314",457,1,28,6,0,163.3
"1315",457,1,32,91,0,182.3666667
"1316",457,1,29,39,0,166.35
"1317",458,1,39,9,0,162.4833333
"1318",458,1,40,39,0,166.4666667
"1319",459,0,39,12,0,130.2833333
"1320",459,0,41,40,0,138.5333333
"1321",460,0,33.75,20,0,152.75
"1322",460,0,32.75,3,0,143.55
"1323",460,0,36.75,82,1,142
"1324",460,0,32,9,0,145.55
"1325",460,0,34,21,0,141.4833333
"1326",460,0,36,62,1,138.8333333
"1327",460,0,37,85,1,144.6
"1328",461,1,30,80,1,156.2333333
"1329",461,1,28,42,0,155.7666667
"1330",461,1,27,46,0,155.95
"1331",461,1,26,9,0,157.5
"1332",461,1,29.75,94,1,153.05
"1333",461,1,26.75,39,0,172.5833333
"1336",463,1,25,16,0,158.5333333
"1337",464,0,41,6,0,139.9333333
"1338",464,0,41,13,0,147.5333333
"1339",465,0,33,26,0,141.8333333
"1341",467,0,32,3,0,137.35
"1342",467,0,33,31,0,156.8
"1343",467,0,32,12,0,139.35
"1345",467,0,35,78,1,147.6333333
"1346",467,0,36,96,0,145.1666667
"1347",468,0,26,16,0,129.6333333
"1348",469,0,28,21,0,139.7833333
"1350",470,1,28,11,0,157.0833333
"1351",471,0,28,36,0,135.4
"1352",471,0,29,45,0,135.7166667
"1353",471,0,30,66,0,133.3833333
"1354",472,0,28,1,0,141.9666667
"1355",473,0,26,6,0,137.9
"1356",473,0,29,62,0,138.9166667
"1357",474,0,36.5,3,0,143.3
"1358",474,0,33,13,0,142.75
"1360",475,0,25,22,0,138.8333333
"1361",475,0,26,42,0,135.8333333
"1362",476,1,25,1,0,171.45
"1363",476,1,26,2,0,163.3166667
"1366",478,0,29,1,0,139.2
"1367",478,0,29,9,0,140.0333333
"1368",478,0,30,2,0,139.85
"1369",478,0,30,26,0,140.5333333
"1370",478,0,32,67,0,139.8333333
"1371",479,1,30,31,0,148.0166667
"1372",480,0,32,38,0,143.55
"1373",480,0,33,33,0,140.7833333
"1374",480,0,33,59,0,141.7333333
"1375",480,0,34,79,0,142.5333333
"1376",480,0,35,85,0,138.1
"1377",480,0,35,73,0,140.95
"1378",480,0,32.3333333333333,30,0,146.8166667
"1379",481,1,24,2,0,161.1666667
"1380",481,1,25,21,0,156.4333333
"1381",481,1,26,41,0,151.9166667
"1382",481,1,27,71,1,152.0666667
"1386",484,0,33,52,0,139.1666667
"1387",484,0,32,29,0,143.8833333
"1388",484,0,33,41,1,133.4166667
"1389",484,0,34,62,1,135.0666667
"1390",485,1,36,80,0,155.5666667
"1391",485,1,34,41,0,148.1666667
"1392",485,1,31.75,3,0,151.2333333
"1393",485,1,31,9,0,168.0333333
"1394",485,1,33,31,0,156.2
"1395",485,1,34.75,72,0,146.3166667
"1396",486,1,30,11,0,145.8833333
"1397",487,1,22,4,0,163.6833333
"1398",487,1,23,23,0,170.7666667
"1399",488,1,26.4000000000001,20,0,157.6
"1400",488,1,29,80,0,168.0833333
"1401",488,1,25.4000000000001,3,0,152.85
"1402",488,1,27,22,0,153.8
"1403",488,1,28,42,0,158.45
"1404",488,1,28.4000000000001,63,0,152.6166667
"1405",488,1,27,46,0,158.6166667
"1406",488,1,28,67,0,155.3666667
"1407",489,1,29,62,1,161.3833333
"1408",489,1,27,25,0,156.9666667
"1409",489,1,30,85,1,156.0833333
"1410",489,1,26,9,0,162.3333333
"1411",489,1,27,39,0,167.9166667
"1412",490,1,26,2,0,160.3666667
"1413",490,1,27,21,0,151.3333333
"1414",490,1,25,6,0,152.85
"1415",490,1,26,25,0,153.4666667
"1416",490,1,29,85,0,158.7666667
"1417",490,1,28,53,0,158.2333333
"1418",490,1,29,73,0,162.7
"1419",490,1,26,17,0,155.4166667
"1420",490,1,27,36,0,152.3
"1421",490,1,28,57,0,158
"1422",490,1,29,77,0,153.25
"1423",491,1,32,2,0,162.6
"1424",491,1,33,31,0,171.8333333
"1425",491,1,33,39,0,174.2833333
"1427",493,0,29,30,0,143.05
"1428",493,0,28,9,0,152.5833333
"1429",494,0,28,3,0,138.5666667
"1430",494,0,28,1,0,140.4166667
"1431",494,0,29,21,0,134.2833333
"1432",494,0,29,25,0,142.6166667
"1433",495,0,33,22,0,138.35
"1434",495,0,36,80,1,137.6166667
"1435",496,0,40.2,82,0,131.2333333
"1436",496,0,37.2,30,0,137.55
"1437",496,0,28,9,0,139.6666667
"1438",496,0,31,61,0,141.7833333
"1439",496,0,32,71,0,137.2
"1443",498,0,31,30,0,135.8666667
"1444",498,0,32,40,0,135.5666667
"1447",500,1,23,7,0,147.2
"1448",500,1,24,26,0,148.7166667
"1449",500,1,27,86,1,148.7666667
"1450",500,1,24,32,0,152.75
"1451",501,0,23,31,0,140.0166667
"1452",501,0,24,51,0,140.4833333
"1453",502,1,35,61,1,173.05
"1454",502,1,34,22,0,150.6666667
"1455",502,1,32,7,0,151.7666667
"1456",502,1,33.3333333333333,39,0,154.3666667
"1457",503,0,30,1,0,139.2833333
"1458",504,1,28,2,0,151.8333333
"1459",504,1,29,25,0,154.3333333
"1460",504,1,30,45,0,154.1333333
"1461",504,1,31,66,1,153.7333333
"1462",504,1,29,46,0,156.7833333
"1463",504,1,28,28,0,152.4
"1464",504,1,30,51,0,154.3833333
"1465",504,1,27.6666666666667,12,0,153.6666667
"1466",504,1,29,33,0,157.8833333
"1467",504,1,31,73,1,152.8833333
"1468",504,1,29,36,0,154.9666667
"1469",504,1,30,57,0,152.5833333
"1470",504,1,29,77,1,153.1666667
"1471",505,0,31,30,0,135.3833333
"1472",505,0,31,31,0,132.0166667
"1473",505,0,32,40,0,132.1333333
"1474",505,0,32,51,0,134.95
"1475",505,0,33,61,0,138.5833333
"1476",505,0,33,71,0,132.8666667
"1477",505,0,34,80,0,133.1833333
"1478",506,1,33,1,0,147.7833333
"1479",506,1,36,61,1,166.5166667
"1480",506,1,36,51,1,146.8833333
"1481",506,1,37,71,1,146.3666667
"1482",506,1,34.5,39,1,149.3166667
"1483",507,1,41,80,1,169.4666667
"1484",507,1,38,2,0,161.95
"1485",508,1,31,1,0,146.0833333
"1487",508,1,31,16,0,144.2666667
"1488",509,1,33,2,0,164.65
"1489",509,1,35,41,0,162.25
"1491",511,0,20,32,0,130.05
"1492",511,0,22,71,1,126.0166667
"1493",511,0,23,89,1,130.65
"1494",512,1,19,1,0,147.2333333
"1495",512,1,22,63,0,142.25
"1496",512,1,19,16,0,143.6166667
"1497",512,1,20,35,0,145.25
"1498",513,0,22,7,0,130.6166667
"1499",514,1,29,9,0,164.2833333
"1500",514,1,32,77,0,158.2666667
"1501",515,0,28,7,0,137.85
"1502",516,0,29,11,0,130.5666667
"1503",517,0,30,30,0,143.7666667
"1504",517,0,29,9,0,138.1333333
"1505",518,1,33,20,0,175.4333333
"1506",518,1,34,40,0,167
"1507",518,1,35,61,0,188.8166667
"1508",518,1,33,22,0,163.1166667
"1509",518,1,34,42,1,161.8333333
"1510",518,1,32,11,0,179.3833333
"1511",519,1,32,21,0,152.6166667
"1512",519,1,34,62,0,149.35
"1513",519,1,35,82,0,147.7833333
"1514",519,1,33,51,0,151.7333333
"1515",519,1,34,71,0,150.9833333
"1517",521,0,39,25,0,141.65
"1518",522,0,28,22,0,133.5833333
"1519",522,0,29,61,1,148.1166667
"1520",522,0,29,42,1,131.1166667
"1521",522,0,31,89,1,131.1833333
"1522",523,0,32,7,0,142.7166667
"1523",523,0,33,26,0,143.4333333
"1524",524,0,29,21,0,143.9166667
"1525",524,0,30,41,0,138.3333333
"1526",525,0,23,31,0,143.4166667
"1527",525,0,24,51,0,150.4333333
"1528",525,0,25,71,1,139.75
"1529",525,0,25,75,1,141.9833333
"1530",525,0,22,26,0,161.7833333
"1532",527,1,25,6,0,155.6166667
"1533",527,1,26,34,0,162.5666667
"1534",527,1,29,93,1,163.5166667
"1535",527,1,26,39,0,161.3
"1538",529,0,29,56,0,136.7333333
"1539",529,0,27,1,0,133.5833333
"1540",530,0,27,31,0,133.1
"1541",530,0,29,71,0,133.95
"1542",530,0,29,79,0,140.7166667
"1543",530,0,30,89,1,134.4
"1544",530,0,29,73,1,134.7833333
"1545",531,0,28,22,0,133.8833333
"1546",532,1,29,32,0,155.75
"1547",532,1,28,16,0,169.9833333
"1548",532,1,32,94,1,162.0833333
"1549",533,1,24.5,3,0,165.0166667
"1550",533,1,27,42,0,155.45
"1551",533,1,27.5,63,1,152.7
"1552",533,1,28.5,82,1,150.2333333
"1553",533,1,24,7,0,158.5333333
"1555",533,1,26,33,0,156.4166667
"1556",533,1,25.5,39,0,176.95
"1557",534,0,37.75,44,0,171.6333333
"1558",534,0,38.75,65,1,142.2
"1561",534,0,36,13,0,137.7333333
"1562",534,0,38,66,1,134.7833333
"1563",534,0,38,53,1,139.6833333
"1564",534,0,38,43,1,140.8666667
"1565",535,1,34,3,0,159.5333333
"1566",535,1,35,22,0,173.6666667
"1567",536,0,25,12,0,142.8833333
"1568",536,0,28,76,0,142.5666667
"1569",536,0,25,16,0,157.1666667
"1570",536,0,26,36,0,139.8166667
"1571",536,0,27,45,0,142.6333333
"1572",537,1,32,40,0,156.5
"1573",537,1,34,62,0,160.3
"1574",537,1,30,11,0,160.6166667
"1575",537,1,31.3333333333333,39,0,164.9
"1576",538,1,28,11,0,145.8333333
"1578",540,0,27.6666666666667,30,0,156.7666667
"1579",540,0,28,40,0,150.5166667
"1580",540,0,29,60,0,140.3166667
"1581",540,0,27,11,0,141.4166667
"1582",541,0,29,31,0,141.15
"1583",541,0,31,71,0,135.3666667
"1584",541,0,28.75,30,0,142.25
"1585",541,0,30,41,0,131.9333333
"1586",541,0,31,80,0,144.9
"1587",542,0,29,22,0,136.7166667
"1589",542,0,30,41,0,134.2333333
"1590",542,0,28.6666666666667,30,0,137.15
"1591",543,1,30,80,0,178.2166667
"1592",543,1,28,21,0,156.65
"1594",545,0,26,22,0,139.8666667
"1596",546,0,40,26,0,143.6166667
"1597",547,0,25.5,3,0,137.7333333
"1598",547,0,28.5,72,0,146.3666667
"1599",547,0,29.5,92,1,136.7333333
"1600",547,0,25,7,0,137.45
"1601",547,0,27,22,0,139.65
"1602",548,1,30,16,0,158.8666667
"1603",549,0,27,86,0,136.8
"1604",549,0,24,22,0,143.5
"1606",549,0,27,95,0,138.8833333
"1608",551,0,26,30,0,153.6666667
"1609",551,0,25,6,0,137.3166667
"1610",551,0,27,59,0,139.6833333
"1611",551,0,28,79,0,137.7333333
"1612",551,0,29,97,0,143.6666667
"1613",552,0,26,77,0,139.65
"1614",552,0,22.2857142857142,3,0,142.4333333
"1615",552,0,26.2857142857142,86,1,133.4833333
"1616",552,0,23.2857142857142,30,0,144.25
"1617",552,0,23,25,0,140.3166667
"1618",552,0,23,26,0,138.5833333
"1619",552,0,24,45,0,139.1166667
"1620",552,0,25,66,0,138.9833333
"1621",552,0,25,67,0,136.65
"1622",552,0,27,89,1,135.6333333
"1623",553,0,28,30,0,134.95
"1624",553,0,28,31,0,135.15
"1625",553,0,30,61,0,138.95
"1626",553,0,31,89,0,134.1666667
"1627",554,1,23,20,0,153.2166667
"1628",554,1,24,40,0,149.5833333
"1629",554,1,23,22,0,143.6833333
"1630",554,1,24,42,1,148.0833333
"1631",555,1,36,33,0,159.05
"1632",556,1,28,7,0,152.0166667
"1633",557,0,33,1,0,133.8666667
"1634",558,0,27,25,0,132.4333333
"1635",558,0,27,28,0,133.1
"1636",558,0,28,48,0,133.4
"1637",558,0,29,69,0,131.7833333
"1638",558,0,30,88,0,133.4166667
"1640",560,0,33.5,72,0,136.7833333
"1641",560,0,31,25,0,137.1166667
"1642",560,0,32,31,0,140.9
"1643",561,0,33,20,1,134.0833333
